A,B,C,D,E,F,G,H,I,J,,,
1,1,1,1,0,1,0,0.0674809832,0.0025284430,0.7664759220,0.5002589170,0.0474507725,0.1208372908
0,0,0,0,0,0,1,0.2128178822,0.3629347309,0.0477930969,0.7222401407,0.2067038114,0.3324204409
1,1,0,1,0,0,1,0.2685401640,0.4211006137,0.7941483948,0.2946357233,0.9382119807,0.0318528055
0,1,0,1,0,0,1,0.6276800702,0.1031032070,0.0858543925,0.7976108957,0.7469181851,0.8099100306
1,0,1,1,0,0,0,0.8874511877,0.1009976389,0.9173321254,0.5660078679,0.8548212466,0.6144201634
0,0,1,1,1,0,1,0.5777020664,0.6919556260,0.9314632653,0.8618559795,0.3973854221,0.0277509340
1,1,1,0,1,0,1,0.3618711708,0.5078827250,0.5310466485,0.0660551428,0.6611095713,0.4689779887
0,1,0,1,0,0,1,0.0215838244,0.4075111472,0.5512969410,0.8845356312,0.0441876296,0.8820839012
0,1,1,1,1,1,1,0.4946878063,0.0536621679,0.8337870315,0.4555199104,0.4523896920,0.9186246623
1,0,0,0,0,0,0,0.4611187186,0.2870112201,0.8356508496,0.8014243832,0.5343580092,0.1451764270
1,1,0,0,1,0,1,0.3677795613,0.3212886127,0.4029346001,0.4204320414,0.0857868060,0.9904956520
1,0,0,0,0,1,1,0.2839618335,0.2451510821,0.8099872028,0.5368324365,0.4559940794,0.5542081618
0,1,0,0,0,0,0,0.2280934541,0.9360501352,0.2438210379,0.5873974985,0.3966779043,0.9184577512
0,1,0,0,0,0,0,0.4244242711,0.0673825354,0.8693336481,0.6685216222,0.0108442800,0.0255362685
1,1,1,1,0,0,1,0.6667997916,0.7411973584,0.5046058679,0.1585603543,0.9042861224,0.7219663300
0,1,0,0,1,1,1,0.1632623035,0.8328222926,0.7807002231,0.0504570385,0.0114583895,0.2466633883
0,1,1,1,1,1,0,0.3590377145,0.9508302873,0.6044998183,0.7897429937,0.3209158042,0.5252965284
1,0,1,1,1,1,0,0.4898109306,0.6511768433,0.5265851147,0.2548503107,0.6887176605,0.3256726284
0,0,0,1,1,1,1,0.8773175366,0.6532075191,0.0453250930,0.1471827859,0.7664533383,0.7791109150
0,0,0,1,1,0,0,0.6357775386,0.1311169220,0.6162210102,0.1927181729,0.6472796081,0.5788063449
1,0,0,1,0,1,1,0.3215410574,0.7247631960,0.4278420457,0.6165669695,0.9506736766,0.1658759895
0,1,1,1,1,0,0,0.6681141043,0.3117632959,0.5482967943,0.3402260952,0.4786603344,0.2100390014
0,1,0,1,0,0,0,0.0843890114,0.3501673662,0.7620206675,0.3594692596,0.7124093859,0.0346634914
0,1,1,1,0,0,0,0.0346690337,0.5410669488,0.8383783279,0.9560699440,0.8263129620,0.1846936867
0,0,0,0,0,0,0,0.3123080158,0.0804142724,0.2579435459,0.2996183578,0.4605875518,0.9708801294
1,1,1,0,0,1,0,0.7938678875,0.0930826953,0.1580709531,0.3281136104,0.6159153706,0.9690061747
1,1,0,1,0,0,0,0.3787862053,0.6813938930,0.0279164594,0.9095819476,0.0407176176,0.0172832096
1,1,1,1,1,0,1,0.2427312336,0.8254067241,0.2292411048,0.1369845625,0.7674611174,0.5721373986
1,0,1,0,1,1,1,0.2014639489,0.7179256403,0.2708091312,0.8262747978,0.2996307681,0.5362375313
0,0,0,1,1,1,1,0.7482568529,0.5393958250,0.8093388062,0.2269237661,0.9421062106,0.0869800649
0,0,0,0,0,1,0,0.4689069432,0.6507711033,0.2332246359,0.1587977214,0.7119864402,0.4609639230
0,1,0,0,0,1,1,0.3612570004,0.1568221720,0.5460577621,0.4456869061,0.8307239423,0.9987438009
0,0,1,1,1,0,0,0.6046961141,0.6300944774,0.8715663911,0.3407826652,0.7181229419,0.2667231052
0,1,1,0,1,1,1,0.9565582988,0.0317490152,0.0853106263,0.7622961085,0.1312647122,0.9774177796
0,0,1,0,0,1,1,0.2473565093,0.7515876787,0.2014220962,0.9333967790,0.7088649669,0.2316500638
1,0,1,0,0,0,0,0.4419018929,0.3447348252,0.3364374069,0.4743706300,0.0845118049,0.7640884724
1,0,0,0,1,1,1,0.0586799243,0.4707911452,0.9929683194,0.8808456850,0.0320908492,0.6959332172
1,1,1,0,0,1,0,0.9836144070,0.7631360330,0.6516402513,0.2267984194,0.4574627513,0.5461708098
1,0,0,0,1,1,1,0.4840856972,0.3301340090,0.0308215674,0.7007697565,0.7374899690,0.4494187105
1,0,1,0,1,0,1,0.9144928595,0.2656757929,0.0384270637,0.1896967059,0.2927406412,0.0086970292
0,0,1,0,1,1,1,0.7160890936,0.7261849106,0.6603923175,0.1795109841,0.5615884508,0.1319069448
0,1,1,1,1,1,0,0.6626988617,0.8430470577,0.0669326056,0.7865529698,0.8722852981,0.5556254750
1,0,1,0,0,0,0,0.3102289587,0.7818855420,0.5536413891,0.7879542806,0.0411188588,0.1491712476
0,0,1,1,1,1,1,0.5802104101,0.8028061790,0.0026358888,0.7573623341,0.2717802846,0.4930107831
0,1,1,1,1,0,1,0.0106095462,0.6332253520,0.9359679255,0.7912376495,0.1897947323,0.1252188319
0,1,0,1,0,0,0,0.4057809794,0.8838293739,0.2913840334,0.5316092628,0.5430936348,0.5743541722
1,0,0,0,0,1,1,0.2081320086,0.7034175615,0.6097156159,0.7637733519,0.4956214596,0.5725869164
1,1,1,1,1,0,1,0.6018634713,0.3107395577,0.4257536260,0.4194477261,0.9632599405,0.9058685582
0,1,1,0,0,0,1,0.0201863283,0.8599359007,0.4767721775,0.1987811998,0.8291715248,0.2780897575
0,0,1,0,0,0,1,0.9601823036,0.3107579062,0.9916863237,0.3602412930,0.7104619420,0.4360288284
1,0,1,0,0,0,0,0.8056861893,0.2199567654,0.4611789268,0.4696295187,0.1279751579,0.5814218223
0,0,1,0,0,1,0,0.4129684987,0.0242256150,0.2873740657,0.9708174276,0.9608537946,0.4442216791
0,1,1,1,1,0,1,0.4203884560,0.0499835135,0.4319746341,0.9758284944,0.4277347699,0.0853074747
0,1,0,1,1,1,1,0.3780637411,0.3899759199,0.7325712568,0.6821682667,0.8568404978,0.9051650777
0,0,0,1,1,0,1,0.6521661580,0.4132603458,0.0369384759,0.4011007049,0.3635559846,0.9363575121
1,1,0,1,1,0,0,0.5138899437,0.1690808861,0.7543099970,0.1796367015,0.0929935370,0.3887427049
0,0,1,0,0,1,1,0.2876596702,0.9170758571,0.9988227398,0.0780713037,0.8700978775,0.9605186339
0,0,0,0,0,0,0,0.9052453754,0.7967273910,0.9684746643,0.0348970965,0.2958074035,0.4926703544
1,0,0,1,0,0,0,0.0080989269,0.5301121054,0.2748866696,0.8334072260,0.6248840373,0.3580525261
1,0,0,0,1,0,1,0.9472533292,0.3690132415,0.8968768003,0.3068759046,0.6469392944,0.4524860289
1,1,0,0,1,0,1,0.2301488593,0.6674280702,0.9190695658,0.9747636137,0.1292742854,0.8660179805
0,0,1,1,1,1,0,0.6718179230,0.7812414141,0.6275345618,0.9008239335,0.9783787690,0.8806665493
0,1,1,0,1,1,0,0.5284245857,0.6126114717,0.4071163726,0.2603138876,0.0789887714,0.0482545942
0,0,1,0,0,1,0,0.3550888193,0.6758687035,0.2694897274,0.8321288866,0.1508528460,0.0577002442
0,1,0,0,1,1,1,0.6860190057,0.3158954801,0.0377494507,0.0712963860,0.6285609421,0.4187577874
0,1,0,0,1,1,1,0.5195360770,0.3968882831,0.9335172037,0.6546426853,0.4750324059,0.5343875033
0,1,1,1,0,0,1,0.4965127949,0.1811978868,0.5255018473,0.4673910136,0.6809696322,0.0831669415
1,1,0,1,1,1,1,0.2405996486,0.4082585941,0.3017261764,0.6880203332,0.7639427376,0.2234899616
1,1,1,0,0,0,1,0.8418799718,0.7622722941,0.5302182231,0.4830835657,0.8204507008,0.2200223571
1,1,1,0,1,1,0,0.5255683013,0.0735980626,0.9543179548,0.2495639506,0.8155488679,0.0104562636
1,1,0,1,1,1,0,0.0413402729,0.8318675528,0.3727939758,0.4054771224,0.2586673708,0.3240186172
0,1,1,1,0,1,1,0.1018854911,0.4870206486,0.0156310652,0.0946238479,0.9698617333,0.7370505366
1,1,1,0,1,0,1,0.4136787318,0.9416957544,0.7200205759,0.1098734182,0.0805202872,0.0051792073
0,1,1,1,0,1,0,0.5207090559,0.7434803951,0.2633396140,0.1658058725,0.5190055440,0.7273110733
1,1,1,1,1,1,1,0.1044692877,0.3916318701,0.0039003999,0.7053837082,0.3410643502,0.9696490476
1,1,0,1,1,1,0,0.5975147365,0.1072160662,0.4425801882,0.8299349518,0.9778879955,0.5365968221
0,0,1,0,1,0,0,0.0392595152,0.1379206683,0.9545498583,0.7014321964,0.3575296649,0.1644287137
0,0,1,1,1,0,1,0.9947390575,0.0213164939,0.7986821695,0.1304397639,0.9724271446,0.2313687871
1,1,0,0,0,0,1,0.8763932455,0.1072021178,0.3852766883,0.9676304748,0.7825425370,0.4969627783
1,1,0,1,0,1,1,0.1680302462,0.7957054502,0.4347280953,0.1732420842,0.0110879182,0.4175905045
1,1,0,1,0,0,0,0.3938383218,0.5797999338,0.8721716832,0.7859757124,0.6236457578,0.5945384386
0,1,1,0,1,1,1,0.2225659620,0.9903208981,0.5548593495,0.6699219104,0.4815074555,0.9654304367
0,0,0,0,0,0,1,0.7397350278,0.5402212632,0.9521295442,0.8100757487,0.3971708696,0.8609982766
0,0,0,1,0,1,1,0.3356055026,0.8339370885,0.9297470096,0.1525399969,0.3852334106,0.2892003907
0,0,1,1,1,1,1,0.6676892512,0.7767666806,0.7714610505,0.9011803349,0.9744508392,0.6997488644
0,0,1,0,0,0,1,0.7173687061,0.8903693669,0.6463304246,0.6515681082,0.5956032216,0.2738128067
1,0,0,1,0,0,0,0.1786640775,0.3694342608,0.1523497021,0.7673654943,0.8447725843,0.2616710295
0,0,1,1,1,0,1,0.1803562734,0.1356174559,0.1029762905,0.0867307922,0.8193791746,0.7869229307
1,1,1,1,0,0,0,0.0323939137,0.8516833922,0.6122991429,0.2234335090,0.3738884986,0.4112831508
1,1,0,1,0,1,0,0.6104758219,0.7503275974,0.5902106306,0.3444681717,0.6271933783,0.0159934382
1,0,0,1,1,0,1,0.4675621209,0.2743950356,0.2812714190,0.6552673639,0.7289056634,0.4602879244
0,1,0,0,0,0,0,0.6721951240,0.7266595257,0.3482773923,0.0573162953,0.0554224062,0.3413707167
0,0,1,0,1,1,1,0.8506275811,0.5213428191,0.3077002321,0.5075799036,0.0434192563,0.1111830482
0,1,0,0,1,0,1,0.1127176597,0.6499615209,0.2751862351,0.1559143523,0.5939344130,0.9320342378
1,1,1,1,1,1,1,0.8873440847,0.3206648184,0.6634473605,0.3533702460,0.5396363470,0.2579938699
0,1,0,0,0,1,1,0.3957212726,0.3000673228,0.3618619666,0.4671658613,0.1204262385,0.6364909583
1,0,0,1,1,0,0,0.5744336005,0.8898363961,0.5863726102,0.3322647847,0.2515890626,0.8275571503
1,0,1,0,0,0,0,0.7751331311,0.1478810087,0.6987302788,0.5939178593,0.1805759114,0.6114363777
0,1,0,1,0,0,1,0.8308104356,0.5005471082,0.5230588526,0.0822861819,0.6092000580,0.8549453393
1,1,0,1,1,0,1,0.3719137381,0.6999177206,0.5292620510,0.0803539958,0.4016130469,0.2666820441
0,1,0,0,0,1,0,0.4249193529,0.0970766325,0.3498039064,0.6210532975,0.0398130645,0.4260652168
1,1,0,0,0,0,0,0.2122962098,0.0217564162,0.8150577308,0.9551555295,0.1468855273,0.3576903157
1,0,0,1,1,1,1,0.4277888206,0.6852315832,0.6150318733,0.8093056404,0.1481538066,0.8468226125
1,1,0,0,0,0,1,0.4554834603,0.5860082195,0.3251612047,0.9246508083,0.5348116150,0.9933987083
1,1,1,1,0,1,0,0.5747937625,0.7267244752,0.1982984077,0.9139354285,0.9615741447,0.1513287234
1,1,0,1,1,0,0,0.7576249018,0.8819700130,0.7965838574,0.7646428715,0.2085503615,0.7966455668
0,1,1,1,1,0,1,0.1258841441,0.4993315549,0.7924648831,0.2554755178,0.2054517176,0.8889128207
0,1,1,0,1,1,1,0.6619704738,0.3578770622,0.5936570768,0.4071918027,0.9386408827,0.4347508522
0,0,1,1,0,0,0,0.5888202330,0.3748196210,0.8751656199,0.7963781650,0.3691937346,0.3214194020
0,1,0,1,1,0,1,0.3747508894,0.5580531806,0.4809263335,0.1360922721,0.3650380108,0.0002346495
0,1,1,1,1,0,1,0.6721979771,0.5979093323,0.4666674542,0.6133252848,0.6440167632,0.9015841219
0,1,1,1,0,0,0,0.9776541814,0.9321051752,0.2972616004,0.3102046130,0.6075661159,0.2693890496
1,1,0,0,1,0,0,0.3546243967,0.4082607282,0.2039845837,0.7301448304,0.1037169718,0.7205564864
0,0,1,1,1,1,0,0.4128828445,0.1712968955,0.8401634907,0.1385883316,0.8118757466,0.1602096586
1,0,0,1,1,0,1,0.7842837400,0.7991957278,0.6438991898,0.8036696459,0.6753178323,0.8833441394
0,1,0,0,0,1,0,0.7860046388,0.3642976694,0.9333474715,0.6912315432,0.3643664750,0.0123737785
0,1,0,0,1,1,0,0.1721825311,0.7579347570,0.8128694738,0.7027317830,0.1244088975,0.8036000985
0,1,1,0,0,0,0,0.7883343394,0.0661173984,0.2195924334,0.9197133160,0.5327528436,0.8613188006
1,1,0,1,0,0,1,0.7918726439,0.2284258627,0.8556108498,0.7356400625,0.2492799158,0.1144050350
0,1,0,1,0,0,0,0.6959901522,0.5150898793,0.6632162370,0.0133363660,0.0361949247,0.5273805964
1,1,0,1,0,1,0,0.2659472241,0.4635270457,0.4471060000,0.0881676949,0.4082712764,0.2085604956
0,0,0,1,1,1,1,0.2273868364,0.6744383071,0.6103441403,0.4761469844,0.8562534056,0.3532838477
0,1,1,0,1,1,0,0.7497170209,0.3730239081,0.8589511975,0.3825414609,0.8016638039,0.9904992334
0,0,1,1,1,0,1,0.9490952808,0.1811082456,0.5970289223,0.4615879748,0.4817824624,0.4291060278
0,0,1,1,1,0,0,0.1209906475,0.9919915302,0.5350239296,0.2766223173,0.6923654438,0.7564587644
1,1,0,1,0,1,1,0.0338494624,0.3670772929,0.2153584235,0.9427477564,0.5542004290,0.9414560650
1,1,1,0,1,1,1,0.9809664404,0.6866220864,0.0178915556,0.6989884190,0.0614131219,0.8847904024
0,1,0,0,1,0,1,0.1754944562,0.4731908292,0.2071819827,0.1250474858,0.4738142849,0.9022254916
1,0,1,1,1,0,0,0.6282510059,0.9689006531,0.1242617210,0.1403713846,0.0196484877,0.3430232755
0,0,0,0,1,0,1,0.7685724045,0.2943348032,0.6350900237,0.7074214029,0.6345540285,0.4556214600
1,1,1,1,0,1,1,0.7335639345,0.8810865120,0.4295825940,0.7124875607,0.2122391965,0.0456693931
1,0,1,0,1,1,1,0.5066831354,0.5678721755,0.6733317324,0.4571513166,0.4415113167,0.3215767234
1,0,0,1,0,0,0,0.8800505558,0.0643553068,0.0722427145,0.9233621038,0.9626302416,0.6617749245
0,1,1,0,1,0,1,0.0108571136,0.7746085888,0.6886733049,0.9090823117,0.2115226714,0.8202638309
1,0,1,0,0,1,1,0.8704117471,0.8964353758,0.8129502437,0.3435451980,0.8916770625,0.4342556577
0,1,0,1,0,1,1,0.5211937013,0.6090726913,0.1014338122,0.9081805227,0.1035479596,0.5874046935
0,1,1,0,1,1,0,0.2209109631,0.7434732178,0.2695338260,0.5101929037,0.6877597868,0.6452786648
0,0,0,1,1,0,1,0.1703579454,0.8734526425,0.3722261530,0.4331614664,0.1550532104,0.6086613610
0,0,1,0,0,0,0,0.3603151478,0.4885134264,0.3986885152,0.8912171293,0.5040352875,0.5552568962
1,0,1,0,1,1,0,0.1339662317,0.6367612821,0.0590662132,0.6239211960,0.8158860048,0.1420803131
1,0,1,0,0,0,1,0.6186658433,0.3317091148,0.9302674904,0.8681477709,0.2770414418,0.4757932737
1,0,0,0,0,0,1,0.3329896401,0.4931030460,0.0868031322,0.3687913446,0.0731754396,0.7381918351
1,1,0,0,0,0,0,0.4674770148,0.0825886177,0.1495575090,0.9858980924,0.3322102060,0.0498711970
0,0,0,0,1,0,1,0.1010090848,0.6830141707,0.3224306004,0.9726246102,0.1447834675,0.2037864393
0,1,0,0,0,1,1,0.9156765682,0.0578326969,0.8710096600,0.1654872857,0.1715986929,0.0575177148
0,0,0,1,0,0,1,0.6567472550,0.0502493838,0.7068825606,0.0369145661,0.6285202992,0.1564014219
1,1,0,0,1,1,0,0.1981013366,0.7514987732,0.0046120766,0.8240756141,0.6362660294,0.6409586426
1,1,1,1,1,0,1,0.1805990501,0.6128965388,0.5070898486,0.8794016433,0.5526967118,0.3331729649
1,0,1,0,1,1,1,0.1482307743,0.7806546362,0.5984532572,0.1833646013,0.8840084518,0.2716292683
0,0,1,1,1,0,1,0.8377189594,0.3635374838,0.2970610731,0.6867830530,0.9650673741,0.5942428946
0,1,0,0,1,1,1,0.3329352266,0.9373061215,0.9685908179,0.3488808684,0.3678954281,0.9719748255
0,0,1,1,0,1,0,0.4929508562,0.7180676698,0.1505476255,0.7961497512,0.9348134990,0.6742153796
1,0,0,1,0,0,0,0.8450154504,0.2207202730,0.1567948954,0.2950482061,0.5623781099,0.1480509830
0,1,0,1,0,1,1,0.0770902662,0.0876926021,0.4407979860,0.9693947490,0.7182774940,0.6455537761
0,0,0,1,0,0,1,0.0501080630,0.9935992290,0.4997643689,0.2547371141,0.4072564114,0.5195848295
0,0,0,1,1,0,0,0.0569664468,0.1871552039,0.3595156292,0.0935596270,0.0442113597,0.4901812999
1,1,0,1,0,0,0,0.0577226593,0.9067666470,0.3582008774,0.0496151778,0.8099443219,0.2358632754
1,1,1,1,1,0,1,0.4051932190,0.4720964143,0.2494646488,0.3008065433,0.9190358412,0.4884211817
1,0,0,1,1,0,1,0.1401882339,0.2810143917,0.7722676103,0.8603850519,0.4261394334,0.0626052204
1,1,0,0,0,1,1,0.8698349190,0.9908886608,0.7434085621,0.8722497323,0.4911543922,0.6353861904
0,0,1,1,0,0,1,0.0213843277,0.5268750289,0.8505618912,0.8668733737,0.9290159829,0.3586596381
1,1,0,1,1,0,1,0.4278179016,0.8735201797,0.5868213037,0.0132192667,0.9724739254,0.0696176952
1,1,0,0,0,1,0,0.0380649851,0.6409645840,0.4781619473,0.5656457501,0.4524167986,0.7574816947
1,1,1,1,1,1,0,0.7151343436,0.5719633382,0.0567232366,0.0319690951,0.4121603039,0.4779427769
1,1,1,1,1,0,0,0.4720436865,0.5574357589,0.1366857118,0.1812093542,0.5946703888,0.7501949314
1,0,0,0,1,1,0,0.4462943417,0.2758247573,0.6924244952,0.9546608701,0.5078348508,0.6180404481
0,1,1,0,0,0,0,0.5119101037,0.9343524324,0.1533538187,0.5515386164,0.5551891988,0.1387965060
1,0,1,1,1,0,0,0.7731002741,0.6915818267,0.9434147943,0.6849012370,0.5777615649,0.0259237476
0,0,1,1,1,1,1,0.7997151073,0.7846123655,0.0640181382,0.1012268160,0.6825487944,0.7815960906
1,0,1,0,0,1,0,0.7910721782,0.9952176199,0.4386161896,0.7809135802,0.4317665016,0.3521818602
1,0,0,1,0,0,1,0.9131045979,0.4619695363,0.2224767525,0.6194790970,0.7017681543,0.8428379633
0,1,0,0,0,0,1,0.7437351625,0.8844425054,0.5642200359,0.3483411656,0.5176392868,0.0170550491
0,1,1,0,0,1,1,0.7677195026,0.4407621170,0.2737425156,0.4512667148,0.6901513697,0.0908854189
1,0,1,0,0,0,1,0.1173164649,0.7734169620,0.8929559868,0.7826141007,0.9953016113,0.5602307525
1,0,0,0,0,0,0,0.3178295195,0.4839494545,0.9877526686,0.0536163053,0.8831350482,0.8721126299
0,1,0,1,1,0,0,0.4702468570,0.0044047711,0.6700720298,0.6660969509,0.7292105672,0.8856222285
0,1,1,0,0,1,1,0.4370712247,0.0802621781,0.9554620129,0.5240000365,0.0607720758,0.6637361404
0,1,0,1,1,1,0,0.0930979592,0.6622724580,0.7787671648,0.5759441289,0.7247719336,0.0825773687
1,0,1,0,1,1,1,0.6925715040,0.5399384862,0.2138450295,0.4755295250,0.0090822889,0.4685030319
1,0,1,0,0,0,1,0.6212231610,0.6927775322,0.0910693700,0.4918571650,0.4383240333,0.8021696759
0,1,1,0,0,0,1,0.3996111457,0.8443350866,0.8576263152,0.8938707318,0.5838815453,0.7770995945
1,1,0,1,1,0,0,0.1957478775,0.2139836126,0.5880318875,0.5828097239,0.9539691452,0.2576152692
0,1,0,0,0,0,0,0.9017886352,0.4562489786,0.6005904898,0.9131894563,0.1793947690,0.0925465017
0,0,0,1,1,1,0,0.1443466074,0.4209682276,0.8414088627,0.1678730776,0.2002922269,0.7610202809
1,0,1,0,1,1,1,0.2109402721,0.2553035566,0.8920550738,0.0281399465,0.3402983630,0.7401961251
0,0,0,1,0,0,0,0.4648190103,0.1839519665,0.3992479639,0.9573197961,0.7505368842,0.5071584661
0,0,1,1,1,0,0,0.4687281516,0.2372815642,0.5526344408,0.9980586334,0.9241766445,0.7189559811
1,1,1,1,1,1,0,0.1903844541,0.9758015848,0.9208642207,0.4933929904,0.5679753423,0.1004484189
1,1,1,0,1,0,0,0.0443932521,0.0537460414,0.2394615156,0.7283790871,0.8229408166,0.8167591696
1,1,0,0,1,1,1,0.1890811571,0.2070812220,0.4582316908,0.0260942383,0.9301714357,0.9056608509
1,1,1,0,1,0,1,0.5782588660,0.2127067465,0.0564655135,0.6597832339,0.7853909857,0.5944711063
0,0,1,0,0,0,0,0.6701832339,0.7099953457,0.5077315341,0.4322351953,0.5796613479,0.1677525453
1,0,1,1,1,0,1,0.5325738182,0.8550067092,0.6164913378,0.2901978721,0.4929797039,0.2837097212
1,0,0,0,1,1,0,0.6179069513,0.9280821164,0.9278085222,0.4885244761,0.6416052184,0.3653487028
1,1,0,1,0,0,1,0.7120138532,0.7821914395,0.2010070789,0.9301880989,0.8969039652,0.7066584635
1,1,1,1,1,1,1,0.8192568244,0.2726466754,0.2720644451,0.3368319501,0.0954384618,0.9669329464
0,0,0,0,1,1,0,0.6780793015,0.2958098743,0.3071856881,0.6348137711,0.7490766547,0.0777211529
0,1,1,1,0,1,0,0.3760682386,0.8826302588,0.3320236090,0.6996505959,0.1066580326,0.3440879597
0,1,1,1,0,0,1,0.0756500550,0.1034365767,0.7198418449,0.1514399657,0.8900816254,0.9677599343
1,1,1,0,0,0,0,0.3350141253,0.6404701527,0.4679567865,0.1022798475,0.8641535742,0.3886261801
1,0,1,0,1,0,1,0.5442717890,0.3448607381,0.5345999575,0.3795572030,0.2180126826,0.4643377997
0,1,0,1,1,0,1,0.7136228904,0.4313901742,0.2446723538,0.3226210806,0.2051809519,0.9025869030
1,1,1,1,0,0,0,0.9659533333,0.2076468151,0.7578506451,0.7182070850,0.7091199285,0.8051212318
1,1,0,1,1,1,0,0.2072858959,0.8455225360,0.3717818549,0.0044170609,0.9172284123,0.8708058055
0,0,0,1,1,0,1,0.1325108656,0.9596480196,0.9980280888,0.9084811513,0.6420045574,0.0241942345
1,1,1,0,0,0,0,0.8604392936,0.5841600411,0.6503277333,0.9857356423,0.9654467227,0.3996551614
1,1,0,0,1,0,1,0.3122183047,0.6551448060,0.2156381686,0.5021527372,0.7261741720,0.4273344898
1,1,1,1,1,1,0,0.9655258628,0.5569207962,0.3434282164,0.4929980659,0.9066854510,0.9399652239
0,0,0,1,0,1,0,0.7911923626,0.0193428369,0.8186664460,0.8125242149,0.0363087403,0.9932015133
0,1,0,0,1,1,1,0.7128043356,0.2200992899,0.8041408276,0.7297825837,0.8661740408,0.2043008087
1,1,0,0,1,1,1,0.8423985736,0.1449393006,0.3761732858,0.1877640327,0.5209173323,0.9464719864
1,0,1,0,1,0,0,0.2712606913,0.3572169892,0.2622560570,0.7588289673,0.5250408114,0.7281588670
1,1,0,1,0,0,1,0.3234744901,0.8204590892,0.2232549964,0.1478966456,0.0768974680,0.4065651759
0,0,1,1,0,1,1,0.8145320914,0.5814338229,0.1743822149,0.9769267533,0.0396284834,0.0731053255
0,0,0,1,1,1,0,0.0794856520,0.5174880372,0.5423597274,0.6282129753,0.4426101451,0.5939014703
0,1,0,0,0,1,0,0.4281629734,0.6095211846,0.9012033911,0.2086462518,0.2731682751,0.5384289757
1,1,0,0,0,0,1,0.7382786167,0.1469144914,0.9431338650,0.0479411595,0.3563550501,0.4181668195
1,1,0,0,1,1,0,0.8549757223,0.5977383577,0.6842931262,0.1707229293,0.3029910903,0.7137857364
0,0,1,1,0,0,0,0.3298254772,0.7517787637,0.0653912229,0.4995693965,0.6988804075,0.8838984282
0,1,0,0,1,1,0,0.3174917079,0.5099813538,0.3069493067,0.0818394204,0.5103260810,0.9986332338
1,1,1,0,1,1,1,0.6864111372,0.5610864107,0.1475168336,0.4685950521,0.9213089598,0.4389297836
1,0,0,0,0,1,0,0.7100177794,0.5800341261,0.4059317252,0.1737079462,0.4972797679,0.8242322239
0,1,1,0,1,0,0,0.3283798629,0.6853529476,0.7263295483,0.8211838105,0.8675450743,0.4859811338
1,1,1,0,0,0,0,0.3817178882,0.9478512327,0.3067297740,0.8767861039,0.0231995783,0.9331503827
0,0,1,0,1,0,0,0.9883382833,0.7150715436,0.5788092343,0.2056620317,0.1834637304,0.4591943091
1,1,0,1,1,0,0,0.4128841637,0.3353913664,0.4255839144,0.4414966246,0.6444437657,0.2761059529
0,1,0,0,0,1,1,0.6029451173,0.7146448558,0.8167464547,0.3485583873,0.4718119451,0.5965426951
1,0,0,1,0,0,1,0.5393295013,0.0123389326,0.6375813331,0.7459518225,0.3424594984,0.0304478924
1,1,1,1,0,1,0,0.9315256169,0.3918466391,0.9079272160,0.7660060488,0.6929338248,0.8822670719
1,1,1,1,1,1,1,0.4671041705,0.5043323031,0.3545267414,0.1220995490,0.5645383238,0.3576844377
0,0,1,1,0,0,0,0.1242317921,0.8087071842,0.2489768011,0.4191122819,0.7498084614,0.1004674323
0,0,0,1,0,1,1,0.0882919035,0.4560553827,0.2220918247,0.9371737754,0.6657363814,0.2051393078
1,1,0,1,0,0,0,0.9353010133,0.5628592069,0.5081653758,0.5587088340,0.3905397765,0.7586800046
1,1,1,0,1,1,1,0.9515501037,0.5970936553,0.3017528695,0.5766081670,0.6800590320,0.6458177264
1,0,0,0,0,0,0,0.8661580244,0.8810559106,0.6716821301,0.7801553574,0.6870500818,0.1262236796
1,0,1,0,1,1,0,0.4932884811,0.7313121380,0.5346834539,0.3550839270,0.0420550588,0.6525203413
0,1,1,0,1,0,0,0.7792283981,0.4107922735,0.3179358277,0.2474921090,0.5251639853,0.7723515695
0,0,0,1,1,1,1,0.4635120337,0.1784612741,0.4613457168,0.5949382680,0.5618483457,0.8087619203
0,1,0,0,1,1,0,0.5084659853,0.8227691390,0.9202452418,0.8721163934,0.5496235518,0.9612999735
0,0,1,0,1,0,1,0.8737559994,0.1556149651,0.0965252765,0.7360233888,0.4108850406,0.0609903811
0,1,1,1,1,1,0,0.0680202316,0.8867418729,0.4262004700,0.0247837291,0.6923832842,0.3190816524
1,0,0,1,0,0,1,0.5616899985,0.3428667909,0.9691667142,0.5930373608,0.2782016518,0.3415081650
1,0,0,0,0,0,1,0.5856335396,0.1393374978,0.9835231188,0.6627252717,0.8216526364,0.7851697775
0,0,1,1,1,1,1,0.7212716835,0.5176003925,0.7574828654,0.2157107564,0.3655115240,0.5114130015
1,0,0,0,0,0,0,0.3584322757,0.2256675316,0.8495329311,0.8363867393,0.7344924891,0.0739645679
0,1,1,0,0,1,1,0.9700107635,0.8453635238,0.8103588326,0.3229310587,0.5363628352,0.1838379642
1,1,1,1,0,1,1,0.9933160255,0.0939656403,0.7757426817,0.8899427853,0.9284998868,0.6699509434
0,1,1,0,0,0,0,0.2515146025,0.6554280608,0.6998779094,0.3955978877,0.8565718457,0.2885321570
1,0,1,1,1,1,0,0.7886706614,0.0153997489,0.1066596787,0.8483839924,0.2038960396,0.4255511467
